answer_id,answers,url
124,Please explore the following link to know more about SCU's study abroad initiatives for undergrads.,https://www.scu.edu/globalengagement/study-abroad/
125,"The Leavey School of Business Community Fellows Program places talented and committed undergraduate business students in paid, year-long internships at nonprofit and government organizations. Fellowships require a year- long commitment from students and pay students at a rate competitive with internships in the for-profit sector. Fellows participate in a 1-unit seminar during each quarter. The seminar provides academic background on poverty and social issues to inform their work and a venue in which interns can learn from each other, reflect on their experiences, and continue to build a network of relationships in the community.
 
 Student learning from the Fellows program combines social justice with economic observations and professional development insight.",https://www.scu.edu/business/undergraduates/community/community-fellows/
126,"MSFA Program is 10 month long full-time program and a part-time option is also available.
",https://www.scu.edu/business/ms-finance/
127,Yes we do offer part time courses for MSFA,https://www.scu.edu/business/ms-finance/
128,"Yes MSFA Program is 10 month long full-time program and a part-time option is also available.
",https://www.scu.edu/business/ms-finance/
129,MSFA classes are held in Evenings and we have Saturday classes also.,https://www.scu.edu/business/ms-finance/
130,"Yes, MSFA classes are held in Evenings for working professionals and we have Saturday classes also.",https://www.scu.edu/business/ms-finance/
131,"We have two full-time options; an intensive 10-month or a 16-month program or a flexible, part-time one. Below is the list of the core classes and elective options.1

MSFA Core classes:
Financial Forecasting & Analysis (pre-Fall; course starts ahead of the Fall quarter), Corporated Finance, Investments, Math for Finance & Analytics, R Programming, Data Analytics (with Python), Econometrics, Time-Series Analysis, Analytics for Finance,Database Management Systems - Fundamentals of SQL

Elective Options:International Financial Management, Mergers, Acquisitions & Corporate Governance, Real Estate Finance, Risk Management, Emerging Company Finance, Business Valuation, Financial Engineerin, Behavioral Corporate Finance, Financial Markets & Instruments,FinTech,Machine Learning,Social Network Analytics""",https://www.scu.edu/business/ms-finance/
132,"Yes you would have options of choosing courses from elective options such as :  Elective Options: International Financial Management, Mergers, Acquisitions & Corporate Governance, Real Estate Finance, Risk Management, Emerging Company Finance, Business Valuation, Financial Engineerin, Behavioral Corporate Finance, Financial Markets & Instruments,FinTech,Machine Learning,Social Network Analytics""",https://www.scu.edu/business/ms-finance/
133,"Yes, Our STEM certified MSF program meets the demand of the future and enhances the educational experience of international students through practical training.",https://www.scu.edu/business/ms-finance/
134,"Application requirement for MSFA are as follows: Submit an online application form and $100 application fee , Resume, Business Essays, Official GMAT or GRE exam scores, Official TOEFL exam scores, Two (2) Letters of Recommendation.",https://www.scu.edu/business/ms-finance/prospective-students-information/
135,Application fee for MSFA $100 ,https://www.scu.edu/business/ms-finance/prospective-students-information/
136,"School codes for reporting for each exam are as follows:
GMAT – School code BV3-WB51
GRE- School code 4851
Official TOEFL exam results:  School code 4851

TOEFL is waived if the Verbal section of the GMAT or GRE is above the 50% mark.
",https://www.scu.edu/business/ms-finance/prospective-students-information/
137,"Yes, if you wish to reserve your seat for more than 21 days, there is an option to pay a deposit of $750.",https://www.scu.edu/business/ms-finance/prospective-students-information/
138,"Yes, you will have to submit your resume along with your application. Be sure to go through the application checklist before your submission. ",https://www.scu.edu/business/ms-finance/prospective-students-information/
139,You can apply online to for MSFA admissions,https://www.scu.edu/business/ms-finance/
140,"April 1 is the deadline for Scholarship Consideration for both international & domestic with Completed application and May 1 is Final Deadline without scholarship consideration. Students are admitted to the MSFA program for the FALL quarter only. 
Most decisions will be made by April 20 and rolling admissions thereafter.",https://www.scu.edu/business/ms-finance/prospective-students-information/
141,"Students are admitted to the MSFA program for the FALL quarter only. April 1 is the deadline for Scholarship Consideration for both international & domestic with Completed application and May 1 is Final Deadline without scholarship consideration. 
Most decisions will be made by April 20 and rolling admissions thereafter.",https://www.scu.edu/business/ms-finance/prospective-students-information/
142,"For MSFA admission prerequisites are, undergraduate degree from a regionally accredited U.S. institution or an equivalent four-year bachelor's degree as determined by WES.org, 

Statistics
, 
Calculus.
 Applicants are eligible to apply without the prerequisite(s), but must fulfill the prerequisite(s) by the end of the first quarter of enrollment. Because of the rigors of the programs, it is recommended that applicants take the prerequisite(s) prior to enrolling.

Courses from Coursera, Udacity, edX, or the like, are not accepted. Prerequisites must be taken at an accredited university. Applicants may take the prerequisites through a University of California Extension, though a comparable university or community college is accepted, if accredited.",https://www.scu.edu/business/ms-finance/prospective-students-information/
143,A waiver may be considered for candidates with a high level of skill necessary for academic success. Contact our MS Admissions Office for an application for the GMAT/GRE waiver.,https://www.scu.edu/business/ms-finance/prospective-students-information/
144,"Per unit fee for MSFA is 
$1,265 (2019-20 tuition)
 and we have 
46 units to complete for degree 

",https://www.scu.edu/business/ms-finance/prospective-students-information/
145,"Campus safety is dedicated to ensuring the safety, security and peace of the University campus. We support and facilitate the achievement of the University mission and objectives by maintaining a peaceful, safe and secure campus environment that is accessible and inviting to students, faculty, staff and guests. 

We are the primary protectors of the University.  We serve to protect its facilities, assets, and social atmosphere.  It is our duty to be the first responders to medical, fire and other emergencies. 

We aim to achieve a zero-crime environment through proactive patrolling, community-wide crime prevention programs and an effective partnership with local law enforcement and emergency services agencies.

We maintain twenty-four hour dispatch and patrol staffing to assist the campus community with escort, parking, motorist assistance, information, event planning, fire and life safety, and environmental health and safety services.""
",https://university-operations.scu.edu/campus-safety/
146,"Campus Safety is open 24 hours a day, dedicated to ensuring the safety, security and peace of the University campus. They maintain a campus environment that is accessible and inviting to students, faculty, staff, and guests. They are the primary protectors of the University. It is their duty to be the first responders to medical, fire and other emergencies.",https://university-operations.scu.edu/campus-safety/
147,Main Office: (408) 554-4441 | Emergency: (408) 554-4444 | Email: campussafety@scu.edu,https://university-operations.scu.edu/campus-safety/
148,"""If you are the victim of a crime, the witness to a crime or suspect a crime has been committed, contact Campus Safety immediately at:

Emergency Line:  (408) 554-4444

Campus Safety Main Office:  (408 554-4441

Alternatively, you can reach Campus Safety through any of the Emergency Phone located throughout campus.  This secured line provides direct contact to our Safety Officers, staffed 24 hours a day, 7 days a week.

The sooner you call, the more likely Campus Safety can apprehend the suspect.  For further suggestions on what should be done during an emergency, please browse our Emergency Procedures Handbook.""
",https://university-operations.scu.edu/campus-safety/crime-reporting/
149,"Event Security Services , Lockouts Services, Vehicle Services, Security Escorts Services, Lost & Found Services",https://university-operations.scu.edu/campus-safety/services/
150,"The Campus Safety Office is located in the lower level, south corner of the Main Parking Structure",https://university-operations.scu.edu/campus-safety/faqs/
151,"Yes, Campus Safety operates Santa Clara University's Lost & Found. Found items are maintained at the Campus Safety Main office, located on the lower level of the Main Parking Structure. To report a found item online, please fill out this form >>Found Property Report Form. If you have lost a personal property, you can fillout an online form>>Lost Property Report Form We will contact you if we find an item that matches yours.",https://university-operations.scu.edu/campus-safety/services/
152,"Campus Safety officers, while trained in basic emergency care, are not a substitute for advanced life support.  In any medical emergency where there is an immediate danger to life, dial 911 without delay.  ",https://university-operations.scu.edu/campus-safety/
153,"The Emergency Call Boxes can be used in any situation in which the services of Campus Safety are required. They can be used to report emergencies, request an escort across campus, report possible crimes, or any other situations which you deem appropriate. ",https://university-operations.scu.edu/campus-safety/
154,"The Campus Safety Office is staffed 24 hours a day, 7 days a week. If you contact Campus Safety at any time, they will respond to you. There are no contracted security officers on campus; they are all Santa Clara University employees.",https://university-operations.scu.edu/campus-safety/
155,"""Normal Hours of Operation         
Monday-Friday        7:00 a.m.-1:00 a.m.
Saturday-Sunday        8:00 a.m.-1:00 a.m.
",https://www.scu.edu/benson/
156,All students who are part of a Registered Student Organization (RSO) or Chartered Student Organization (CSO) must fill out an Event Planning Request Form to request rooms or tables in Benson Memorial Center. Samantha Kibbish assists all student organizations with reserving spaces across campus.,https://www.scu.edu/benson/reservingspaces/
157,"Leah Nakasaki-Peterson
 Assistant Director, Student Centers (Daytime)
 (408) 554-4944
 lnakasaki@scu.edu
 Corey Valine
 Assistant Director, Student Centers (Evening)
 (408) 551-3273
 cvaline@scu.edu",https://www.scu.edu/benson/contactus/
158,"Benson centre, Building 301, is located right across the Learning commons and Library",https://www.scu.edu/map/index.php
159,"Few advertising options at Benson are Balcony Banners, Bulletin Boards, Digital Display Monitors",https://www.scu.edu/benson/advertising/
160,You can access the online Library catalog through the given link,https://sculib.scu.edu/iii/cas/login?service=https%3A%2F%2Fsculib.scu.edu%3A443%2Fpatroninfo%2F%3F%2FitemsIIITICKET&scope=0
161,"All online collaborative room reservations can be made using the web interface available at www.scu.edu/rooms. Making a reservation through this site will require you to log in using your SCU ID, to ensure rooms are reserved only by members of the Santa Clara community and that your reservation cannot be modified or deleted by someone else. Students are limited to a total of four hours of reservations per day, in any combination of times",https://www.scu.edu/is/lctcl/group-study-rooms/
162,"Most regular circulating items may be borrowed for 42 days, except at the end of the term when a final due date may be established.
 There is a limit of 3 online renewals for regular circulating items and 1 online renewal for 7-day items.",https://www.scu.edu/library/circulation/policies/
163,"Library materials not returned by the third overdue notice will result in a block on your library privileges.
 Further delays in returning library materials will result in each overdue item being billed at $125.
 Students: Bills for lost materials will be transferred to your bursar account and may result in a hold on your student account.",https://www.scu.edu/library/circulation/policies/
164,Please refer to the given link for the timing,https://www.scu.edu/library/hours/
165,"Please refer to the given link for :
 Google Maps
 Campus map
 Floor plans and internal directions",https://www.scu.edu/library/maps/
166,"You will be assigned your own personal librarian when you start, you can contact them for any assistance with library resources thereafter",https://www.scu.edu/library/contact-us/
167,"At the Leavey School of Business, we offer three MBA programs designed with you, the working professional, in mind. Our Evening MBA and new Online MBA programs are designed for those with three or more years of professional work experience. Our Executive MBA program caters to those with at least 10 years of professional work experience.",https://www.scu.edu/business/mba-degrees/
168,"Evening MBA. When we say Northern California innovation walks through our doors after hours, we mean it. Working professionals are attending our evening MBA program and earning degrees in two years. It’s a part-time program that harnesses the influence of global business models to deliver an exceptional education based on real-world applications. Our MBA gives you unprecedented access to a rich network of peers, professionals, and professors in leadership roles. They are today’s entrepreneurial vanguard who work in some of the world’s most innovative companies.",https://www.scu.edu/business/evening-mba/
169,"Class Profile for evening MBA is as follows: Women : 42%
 Average age : 31
 Student body born outside the U.S. : 26%
 Average undergraduate GPA 3.4
 % holding an additional graduate degree 30%
 Average GMAT 610
 Average GRE 313
 Average work experience at program entry : 8 years
 % employed at time of admission : 90%
 Employers at time of admission : Adobe, Amazon, Apple, Cisco, Facebook, GAP, Google, Kaiser Permanente, LinkedIn, Salesforce",https://www.scu.edu/business/evening-mba/prospective-students/
170,"Per unit fee for MBA is and we have $1,108/unit (2018-19 tuition) 70 units to complete degree (approximately $77,560)
",https://www.scu.edu/bursar/
171,"We admit students to the Evening MBA in two quarters, Fall and Spring with the following application deadlines:
 
 Fall Quarter 
 April 1 for Scholarship Priority
 June 1 Final Deadline (Scholarships are still available!)
 
 Spring Quarter
 January 20
 
 Students are admitted on a rolling basis.",https://www.scu.edu/business/evening-mba/prospective-students/
172,"Admissions for MBA require Online application with Application fee of $100 (non-refundable), submit GMAT/GRE scores (a waiver is available for qualifying applicants), 4-year bachelor's degree, Official transcripts from all colleges and/or university-level institutions attended*, 3 essays (1000 word maximum), 2 letters of recommendation, Resume/CV, 3 or more years of professional work experience, TOEFL or IELTS scores, Personal admission interview",https://www.scu.edu/business/evening-mba/prospective-students/
173,"Evening MBA has exciting new part-time program, Evening classes meet twice per week: 5:45 - 9:10, Core classes are cohort style, Elective courses are flexible, 70 units at $1108 per unit, 2 years to complete , Open to US citizens, permanent residents, international candidates",https://www.scu.edu/business/evening-mba/prospective-students/
174,"International applicants, please visit the following link to know more information about our MBA program.",https://www.scu.edu/business/evening-mba/prospective-students/international-applicants/
175,"Data reported say's increase in income, an improvement (increase in title) in current company, good internship offer, can start their own business at graduation",https://www.scu.edu/business/evening-mba/prospective-students/
176,"During each quarter (fall, winter, spring and summer), classes generally meet twice per week (either Mondays & Wednesdays, or Tuesdays & Thursdays) for ten weeks for 95 minutes per session (5:45 - 7:20pm and 7:35 - 9:10pm). 2-unit courses generally meet twice per week for five weeks covering the first or second half of a quarter. 1-unit courses generally meet once per week for five weeks covering the first or second half of a quarter. In all quarters, final exam periods are two hours.",https://www.scu.edu/business/evening-mba/curriculum/
177,"The Santa Clara MBA curriculum consists of 70 units across 14 core courses (42 units), one required elective (2 units) and 26 additional units of free electives. While entering students are recommended a particular schedule for their first year, there is considerable flexibility in the order in which courses are taken (with the caveat that all prerequisites must be satisfied before enrolling in a particular course). Math analysis/calculus and basic statistics proficiency is expected when entering the MBA program.",https://www.scu.edu/business/evening-mba/curriculum/
178,"Core Courses
 Courses Units Description
 IDIS 3700* 2 Units Effective Business Communications
 ACTG 3000 4 units Financial Accounting
 ECON 3000 4 units Managerial Economics
 FNCE 3000 4 units Financial Management
 MGMT 3000* 4 units Leading People and Organizations
 MGMT 3200 2 units Business Ethics
 MGMT 3050 4 units Strategy
 MKTG 3000 4 units Marketing is Everything
 MKTG 3200 2 units Doing Business in Silicon Valley
 OMIS 3000 4 units Business Analytics
 OMIS 3200 2 units Quantitative Methods
 OMIS 3202 2 units Analytical Decision Making
 OMIS 3250 2 units Analysis, Design, and Management of Enterprise Platforms
 OMIS 3252 2 units Operations Management
 Required “Challenges in” Elective 2 units 
 Free Elective Courses 26 units 
 Experimental Courses 
 Independent Study 
 †Note: Courses are subject to change and availability in a given quarter is not guaranteed. *IDIS 3700 course is a 2 unit class only for students starting in the Fall 2018. MGMT 3000 is taught as an Intensive Course over 4- 5 days (weekends and evenings) before the start of the first quarter.",https://www.scu.edu/business/evening-mba/curriculum/
179,PFB link to know more about evening MBA faculty,https://www.scu.edu/business/evening-mba/faculty/
180,PFB link to know more about contact information for each departments,https://www.scu.edu/business/evening-mba/contact-us/
181,Please find more information in the link below,https://onlinemba.scu.edu/scu-h2?utm_expid=.mSy65QjLQ1mpnis_kKoQsw.1&utm_referrer=https%3A%2F%2Fwww.scu.edu%2Fbusiness%2Fmba-degrees%2F
182,"SCU’s Executive MBA program fast tracks your path to leadership. Our 20-month cohort-based program, designed specifically for experienced professionals, creates innovative leaders who will impact Silicon Valley's future.",https://www.scu.edu/business/executive-mba/
183,"Our Distinctive Curriculum Focuses on 4 Key Competencies:
 Strategic Leadership
 Innovative & Entrepreneurial Thinking
 Cross Functional Execution
 Analytical Decision Making",https://www.scu.edu/business/executive-mba/
184,"We focus on building a valuable experience throughout your journey in our program.
 
 Professional Advancement, Global Immersion, Personalization, Networking, Bronco DNA: Our weeklong retreat blends
 (a) Mindfulness and spiritual training to impart our Jesuit philosophy
 (b) Innovation Bootcamp
 (c) Leadership training
 (d) Crisis Management Bootcamp
 (e) Professional Communication Coaching",https://www.scu.edu/business/executive-mba/program-experience/
185,"20 Month Program: August 2019 - March 2021
 Classes meet every other weekend
 Fridays from 5-9pm and Saturdays from 9am - 5pm
 Cohort size of 25- 30 students",https://www.scu.edu/business/executive-mba/prospective-students-information/
186,"Admissions for EMBA require Online application with Application fee of $100 (non-refundable), submit GMAT/GRE scores (a waiver is available for qualifying applicants), 4-year bachelor's degree, Official transcripts from all colleges and/or university-level institutions attended*, 3 essays (1000 word maximum), 2 letters of recommendation, Resume/CV, 3 or more years of professional work experience, TOEFL or IELTS scores, Personal admission interview",https://www.scu.edu/business/executive-mba/prospective-students-information/
187,"We admit students to the Executive MBA in Fall only with the following application deadlines:
 
 April 1 for Scholarship Consideration
 June 1 Final Deadline
 
 Students are admitted on a rolling basis.",https://www.scu.edu/business/executive-mba/prospective-students-information/
188,"$103,335 (2018-19 tuition) 
 Inclusive of tuition, books, meals and parking during academic terms, international in-country travel and accommodations for mandatory international trip",https://www.scu.edu/business/executive-mba/prospective-students-information/
189,"Fall 2017 Incoming Class Demographics
 
 Average age : 42
 Average work experience : 18 years
 Employed at time of admission : 100%
 % women : 62%
 Prominent employers Plantronics, Facebook, Adobe Systems, Virtusa Corporation, Cisco Systems, Dell, TechCrunch",https://www.scu.edu/business/executive-mba/prospective-students-information/
190,"Typical job titles: President & CEO, Senior Program Manager, Independent Consultant, Staff Application Engineer, Senior Event Manager, Senior Marketing and Application Manager, Director of Global Enterprise Solutions",https://www.scu.edu/business/executive-mba/prospective-students-information/
191,"SCU's EMBA curriculum is rigorous and relevant and prepares you for innovative and impactful leadership in Silicon Valley.Year 1 Term 1 Leadership is Everyone's Business
   Strategic Management
   Analytical Decisions
   Managing Organizations and Teams
   Term 2 Economics and Global Business
   Financial Accounting
   Finance
   Term 3 Marketing Strategy
   Managing Operations, Technologies and Supply Chains
   Business Ethics
   Creativity
   International Residency
 Year 2 Term 4 New Venture Creation
   New Product Innovation and Management
   Negotiations 
   Corporate Entrepreneurship
   Term 5 Strategy and Business Model Innovation 
   Electives
   The Personal Journey for Leaders",https://www.scu.edu/business/executive-mba/curriculum/
192,"MS in Information Systems, Business Analytics, Computer Science, Mechanical, Software Engineering, Electrical are all Stem Approved",https://www.scu.edu/engineering/graduate/programs-and-degrees/
193,Please find the academic calender with important dates in given link,https://www.scu.edu/ecp/current-students/academiccalendar/
